"artist","title","sales_price","sales_price_log","estimate_range","created","auction_location","surface","artist_seal","inscribed","signed","dated","titled","stamped","auction_year","auction_month","auction_weekday","canvas","oil","acrylic","board","paper","lacquer","masonite","panel","ink","wood"
"Yuan Yuan","Untitled (Colosseum)",76510,11.2451767302259,25620,"2009","1",32375,"0","0","1","1","0","0",2018,11,"Sunday",1,1,0,0,0,0,0,0,0,0
"Yujun Chen","Asian Circumscription – 5.2 Square Meter No. 16",91810,11.4274765031377,25620,"2009","1",52000,"0","0","1","1","0","0",2018,11,"Sunday",1,0,1,0,0,0,0,1,0,1
"Yao Zhao","A Painting of Thought III-250",39780,10.591119552408,6410,"2012","1",21600,"0","0","1","1","0","0",2018,11,"Sunday",1,0,1,0,0,0,0,0,0,0
"Xu Qu","Curve-Gray",9180,9.12478248361454,5120,"2013","1",21316,"0","0","1","1","0","0",2018,11,"Sunday",1,0,1,0,0,0,0,0,0,0
"Yang Xinguang","Abstract Painting C - No. 4",7650,8.94246092682058,2560,"2015","1",46000,"0","0","1","1","0","0",2018,11,"Sunday",1,0,1,0,0,0,0,0,0,0
"Gede Mahendra Yasa","On Language",84160,11.3404750279715,21780,"2018","1",47500,"0","0","1","1","0","0",2018,11,"Sunday",0,1,0,0,0,0,0,0,0,0
"Besta Bestrizal","Unstoppable Blessing",19890,9.89797237184802,3840,"2017","1",40000,"0","0","1","1","0","0",2018,11,"Sunday",1,1,0,0,0,0,0,0,0,0
"Suraji","Competition of Life",33660,10.4240654677448,5130,"2002","1",29000,"0","0","1","1","0","0",2018,11,"Sunday",1,1,0,0,0,0,0,0,0,0
"Eddie Hara","The Heart Breaker and Some Like It Hot",9180,9.12478248361454,2560,"2009","1",46500,"0","0","1","1","0","0",2018,11,"Sunday",1,0,1,0,0,0,0,0,0,0
"Ronald Manulang","Transpose Last Supper",6120,8.71931737550637,2560,"2009","1",30000,"0","0","1","1","0","0",2018,11,"Sunday",1,0,1,0,0,0,0,0,0,0
"I Made Djirna","Dialogue",7340,8.90109412160856,1277,"1999","1",13000,"0","0","1","1","0","0",2018,11,"Sunday",1,1,1,0,0,0,0,0,0,0
"Shurui Li","Summer Gone (diptych)",11480,9.34836166987356,3840,"2014","1",NA,"0","0","1","1","0","0",2018,11,"Sunday",1,0,1,0,0,0,0,0,0,0
"Bo Zhao","Wilderness - the Strong and the Weak",16830,9.73091828718485,14090,"2013","1",26600,"0","0","1","1","0","0",2018,11,"Sunday",1,1,0,0,0,0,0,0,0,0
"Hui Zhang","Neon (Untitled No.2)",58140,10.9706091741129,12810,"2012","1",49564.5,"0","0","1","1","0","0",2018,11,"Sunday",1,0,1,0,0,0,0,0,0,0
"Wei Liu","Groundswell",130060,11.7757511614231,76860,"2009","1",43416,"0","0","1","1","0","0",2018,11,"Sunday",1,1,0,0,0,0,0,0,0,0
"Qi Qin","Blue Raincoats (diptych)",229520,12.3437454506552,38430,NA,"1",NA,"0","0","0","0","0","0",2018,11,"Sunday",1,1,0,0,0,0,0,0,0,0
"Songsong Li","Oxygen Mask (diptych)",122410,11.7151313450696,38430,"2009","1",NA,"0","0","1","1","0","0",2018,11,"Sunday",1,1,0,0,0,0,0,0,0,0
"Hyung-Koo Kang","Abe",61200,11.0219024685004,25620,"2007","1",50246,"0","0","0","0","0","0",2018,11,"Sunday",1,1,0,0,0,0,0,0,0,0
"Karou Ueda","Raw Egg H",7650,8.94246092682058,5120,"1987","1",1528.8,"0","0","1","1","0","0",2018,11,"Sunday",1,1,0,0,0,0,0,0,0,0
"Lee Kit","Lip Therapy with Vaseline",15300,9.63560810738053,2560,"2012","1",720,"0","0","0","0","0","0",2018,11,"Sunday",0,0,1,1,0,0,0,0,1,0
"Kei Hiraga","Untitled",16830,9.73091828718485,3840,"1971","1",3483,"0","0","1","1","0","0",2018,11,"Sunday",1,1,0,0,0,0,0,0,0,0
"Kei Hiraga","Untitled",16830,9.73091828718485,3840,"1967","1",2530,"0","0","1","1","0","0",2018,11,"Sunday",1,1,0,0,0,0,0,0,0,0
"Kei Hiraga","Tea Ceremony in the Yesterday Hermitage - with Mr. Semimaru",26010,10.1662363584427,3840,"1984","1",1729,"0","0","1","1","0","0",2018,11,"Sunday",1,1,0,0,0,0,0,0,0,0
"Keiichi Tanaami","Spiral Pines (diptych)",45900,10.7342203960486,10250,"2009","1",NA,"0","0","1","1","0","0",2018,11,"Sunday",1,0,1,0,0,0,0,0,0,0
"Aya Takano","Rising, Floating Energy and Flowers",53550,10.8883710758759,6410,"2013","1",5502.48,"0","0","0","0","0","0",2018,11,"Sunday",1,1,0,0,0,0,0,0,0,0
"Hiroyuki Matsuura","Orange Toothache",68860,11.1398307368925,12810,"2009.5.3","1",26244,"0","0","1","1","0","0",2018,11,"Sunday",1,0,1,0,0,0,0,0,0,0
"Jin Ho Meyerson","Evolution of Perception",27540,10.2233947722826,7680,"2018","1",10800,"0","0","1","1","0","0",2018,11,"Sunday",1,1,0,0,0,0,0,0,0,0
"Kim Young-Hun","p1822 - Electronic Nostalgia",8420,9.03836510723637,3840,"2018","1",22545.02,"0","0","1","1","0","0",2018,11,"Sunday",1,1,0,0,0,0,0,0,0,0
"Im Jeong Eun","Firecracker 11",4284,8.36264243156764,1281,"2018","1",14123.2,"0","0","1","1","0","0",2018,11,"Sunday",1,1,0,0,0,0,0,0,0,0
"Park Kyung-Ryul","A Wolf Wearing an Apple Pendant",13770,9.5302475917227,25620,"2012","1",42500,"0","0","1","1","0","0",2018,11,"Sunday",1,0,1,0,0,0,0,0,0,0
"Ji Keun-Wook","Actual Dynamics - 2400",9180,9.12478248361454,2560,"2018","1",22134.43,"0","0","1","1","0","0",2018,11,"Sunday",1,0,1,0,0,0,0,0,0,0
"Oh Sun-Young","Run Away!",3060,8.02617019494643,2567,"2018","1",21144.48,"0","0","1","1","0","0",2018,11,"Sunday",1,1,0,0,0,0,0,0,0,0
"Rhaomi","The Portrait of Liger and Tigon",7650,8.94246092682058,6400,"2017","1",NA,"0","0","1","0","0","0",2018,11,"Sunday",0,0,0,0,1,0,0,0,0,0
"Na-Yul Kim","Cave Con",4590,8.43163530305459,2567,"2018","1",17252.82,"0","0","1","1","0","0",2018,11,"Sunday",0,1,0,0,0,0,0,0,0,0
"Hong Seong-Joon","7029.7596.6202",3060,8.02617019494643,2558,"2018","1",10010,"0","0","1","1","0","0",2018,11,"Sunday",1,1,1,0,0,0,0,0,0,0
"Choi Sun","Wastewater Painting",7340,8.90109412160856,2570,"2018","1",25291.23,"0","0","1","1","0","0",2018,11,"Sunday",1,0,1,0,0,0,0,0,0,0
"Yayoi Kusama","Pumpkin",229520,12.3437454506552,51240,"1990","1",358.66,"0","0","1","1","0","0",2018,11,"Sunday",1,0,1,0,0,0,0,0,0,0
"Xiaogang Zhang","Amnesia and Memory: Diary",379470,12.8465308213097,76860,"2003","1",18000,"0","0","1","1","0","0",2018,11,"Sunday",1,1,0,0,0,0,0,0,0,0
"Guangyi Wang","Great Criticism Series – Pepsi",76510,11.2451767302259,25620,"2005","1",18000,"0","0","1","1","0","0",2018,11,"Sunday",1,0,1,0,0,0,0,0,0,0
"Minjun Yue","Free and at Leisure - 8",183610,12.1205692219162,128100,"2003","1",19600,"0","0","1","1","0","0",2018,11,"Sunday",1,1,0,0,0,0,0,0,0,0
"Xiaodong Liu","A Transsexual Getting Down Stairs",130060,11.7757511614231,25620,"2001","1",20824,"0","0","1","1","0","0",2018,11,"Sunday",1,1,0,0,0,0,0,0,0,0
"Xiaodong Liu","Sleeping and Insomnia Series No. 11",30600,10.3287552879405,6410,"1996","1",1254,"0","0","1","1","0","0",2018,11,"Sunday",1,1,0,0,0,0,0,0,0,0
"Shan Li","Untitled",36720,10.5110768447344,12810,"1998","1",13861,"0","0","1","1","0","0",2018,11,"Sunday",1,1,0,0,0,0,0,0,0,0
"Nishioka Ryota","The Highest Prosperity or Extremity of Rage? II",9180,9.12478248361454,2560,"2017","1",14986.5,"0","0","1","1","0","0",2018,11,"Sunday",0,0,1,0,1,0,0,1,0,0
"Joung Young-Ju","Disappearing Landscape (Blue) 718",48960,10.7987589171862,25620,"2018","1",25278.2,"0","0","1","1","0","0",2018,11,"Sunday",1,0,1,0,1,0,0,0,0,0
"Dong Yoo Kim","Double Image",33660,10.4240654677448,7690,"1998","1",16240,"0","0","1","1","0","0",2018,11,"Sunday",1,0,1,1,0,0,0,0,0,0
"Tomomi Nitta","Infinite Set 1",9950,9.20532783015264,2560,"2009","1",25278.2,"0","0","0","0","0","0",2018,11,"Sunday",1,1,0,0,0,0,0,0,0,0
"Xiaodong Liu","Sleeping and Insomnia Series No. 11",36720,10.5110768447344,6410,"1996","1",1254,"0","0","1","1","0","0",2018,11,"Sunday",1,1,0,0,0,0,0,0,0,0
"Xiaodong Liu","Sleeping and Insomnia Series No. 28",36720,10.5110768447344,6410,"1996","1",1254,"0","0","1","1","0","0",2018,11,"Sunday",1,1,0,0,0,0,0,0,0,0
"Korehiko Hino","Blue Cloth",18360,9.81792966417448,12810,"2008","1",12639.1,"0","0","1","1","0","0",2018,11,"Sunday",1,1,0,0,0,0,0,0,0,0
"Sung Soo Kim","Melancholy",4590,8.43163530305459,2567,"2008","1",25317,"0","0","1","1","0","0",2018,11,"Sunday",1,1,0,0,0,0,0,0,0,0
"Jing-Dong Shen","Soldier Family",19890,9.89797237184802,5120,"2007","1",30000,"0","0","1","1","0","0",2018,11,"Sunday",1,1,0,0,0,0,0,0,0,0
"Guan Yong","Once Upon a Time",15300,9.63560810738053,6410,"2006","1",20800,"0","0","1","1","0","0",2018,11,"Sunday",1,1,0,0,0,0,0,0,0,0
"Tiehai Zhou","Mrs Henry White",15300,9.63560810738053,5130,"2006","1",15000,"0","0","1","1","0","0",2018,11,"Sunday",1,1,0,0,0,0,0,0,0,0
"Zhengjie Feng","Untitled",10710,9.27893316344179,3840,"2005","1",22500,"0","0","1","1","0","0",2018,11,"Sunday",1,1,0,0,0,0,0,0,0,0
"Zaidong Zheng","Man and Horse",2295,7.73848812249465,2567,"1985","1",4343.5,"0","0","1","1","0","0",2018,11,"Sunday",0,1,0,1,1,0,0,0,0,0
"Wou-Ki Zao","20.01.69",1921820,14.4687832116813,1024800,"1969","1",9379.8,"0","0","1","1","0","0",2018,11,"Monday",1,1,0,0,0,0,0,0,0,0
"Chunya Zhou","Tree Series",3684510,15.119648103258,1281000,"1993","1",25350,"0","0","1","1","0","0",2018,11,"Monday",1,1,0,0,0,0,0,0,0,0
"Feng Qin","Series Desire Scenery No. 8745",39780,10.591119552408,12810,"2012","1",24320,"0","0","0","0","0","0",2018,11,"Monday",0,0,1,0,0,0,0,0,1,0
"Chongbin Zheng","Linear Amplification",19890,9.89797237184802,6410,"2014","1",5362.5,"0","0","0","0","0","0",2018,11,"Monday",0,0,1,0,1,0,0,0,1,0
"Qi Baishi & Xiao Xun","Rock and Insects (4)",36720,10.5110768447344,2560,NA,"1",NA,"0","0","0","0","0","0",2018,11,"Monday",1,1,0,0,0,0,0,0,0,0
"KAWS","Untitled",130060,11.7757511614231,25620,"1999","1",1681,"0","0","1","1","0","0",2019,3,"Friday",1,0,1,0,0,0,0,0,0,0
"KAWS","Untitled",114760,11.6505982700953,25620,"1999","1",1600,"0","0","1","1","0","0",2019,3,"Friday",1,0,1,0,0,0,0,0,0,0
"George Condo","Untitled",107110,11.5816116227587,19220,"2000","1",221.76,"0","0","1","1","0","0",2019,3,"Friday",0,1,0,1,0,0,0,0,0,0
"George Condo","Untitled",107110,11.5816116227587,19220,"2000","1",223.02,"0","0","1","1","0","0",2019,3,"Friday",0,1,0,1,0,0,0,0,0,0
"Yayoi Kusama","Pumpkin",229520,12.3437454506552,25620,"1991","1",252,"0","0","1","1","0","0",2019,3,"Friday",1,0,1,0,0,0,0,0,0,0
"Yayoi Kusama","Hat",455970,13.0301822968586,76860,"1981","1",2411.5,"0","0","1","1","0","0",2019,3,"Friday",1,0,1,0,0,0,0,0,0,0
"Yayoi Kusama","Coffee Cup",168310,12.0335627961202,38430,"1991","1",353.25,"0","0","1","1","0","0",2019,3,"Friday",1,0,1,0,0,0,0,0,0,0
"Yayoi Kusama","LOVE – FOREVER",168310,12.0335627961202,25620,"2005","1",1672,"0","0","1","0","0","0",2019,3,"Friday",0,0,1,0,0,0,0,0,0,0
"Tomoo Gokita","The Second Period of Rebelliousness",53550,10.8883710758759,7050,"2016","1",1969.5,"0","0","1","1","0","0",2019,3,"Friday",0,0,1,0,1,0,0,0,0,0
"Tomoya Tsukamoto","Drawing 001; 002; 003; 004; 006; 007; 008; & 011 (Eight works)",13010,9.47347357150655,3840,NA,"1",NA,"0","0","1","1","0","0",2019,3,"Friday",0,0,1,0,1,0,0,0,0,0
"Leonard Tsuguharu Foujita","Fille",229520,12.3437454506552,25620,"1925","1",820.75,"0","0","1","1","0","0",2019,3,"Friday",1,1,0,0,0,0,0,0,0,0
"Richard Lin","Untitled",39780,10.591119552408,19210,"1958","1",4256,"0","0","0","0","0","0",2019,3,"Friday",0,1,0,0,1,0,0,0,0,0
"Chin Hsiao","Peace + Glory (Diptych)",26010,10.1662363584427,10250,"1975","1",NA,"0","0","1","0","0","0",2019,3,"Friday",1,0,1,0,0,0,0,0,0,0
"Chin Hsiao","Chi – 339",12240,9.41246455606632,2570,"1997","1",4512,"0","0","1","1","0","0",2019,3,"Friday",0,0,1,0,1,0,0,0,0,0
"Chung Ray Fong","99-37",29070,10.2774619935529,7690,"1999","1",6480,"0","0","1","0","1","0",2019,3,"Friday",1,0,1,0,0,0,0,0,0,0
"Walasse Ting","Very Hot Day",68860,11.1398307368925,25620,"1986","1",4800,"0","0","1","1","0","0",2019,3,"Friday",1,0,1,0,0,0,0,0,0,0
"Walasse Ting","Untitled",15300,9.63560810738053,6410,NA,"1",6127.75,"1","0","0","0","0","0",2019,3,"Friday",1,0,1,0,1,0,0,0,1,0
"Atsuko Tanaka","Work",84160,11.3404750279715,10250,"1999","1",363.2,"0","0","1","0","0","0",2019,3,"Friday",1,0,1,1,0,1,0,0,0,0
"Pacita Abad","It’s Not As Hard As It Seems",16830,9.73091828718485,5120,"1998","1",10879,"0","0","1","0","0","0",2019,3,"Friday",1,1,0,0,0,0,0,0,0,0
"Le Pho","Femme aux Fleurs Jaune (Woman with Yellow Flowers)",33660,10.4240654677448,12810,NA,"1",4380,"0","0","1","0","0","0",2019,3,"Friday",1,1,0,0,0,0,0,0,0,0
"Kei Hiraga","Window",61200,11.0219024685004,25620,"1998","1",21108.6,"0","0","1","1","0","0",2019,3,"Friday",1,0,1,0,0,0,0,0,0,0
"Kei Hiraga","Untitled",6890,8.8378263640077,2567,"1970","1",1020,"0","0","1","1","0","0",2019,3,"Friday",0,0,1,1,1,0,0,0,1,0
"Kei Hiraga","Tea Ceremony in the Yester Hermitage – Tale at Night",9180,9.12478248361454,3850,"1984","1",1303.8,"0","0","1","1","0","0",2019,3,"Friday",1,1,0,0,0,0,0,0,0,0
"Xiaodong Liu","Sleeping and Insomnia Series No. 1",32130,10.3775454521099,10250,"1996","1",1254,"0","0","1","1","0","0",2019,3,"Friday",1,1,0,0,0,0,0,0,0,0
"Xiaodong Liu","Sleeping and Insomnia Series No. 14",27540,10.2233947722826,10250,"1996","1",1254,"0","0","1","0","1","0",2019,3,"Friday",1,1,0,0,0,0,0,0,0,0
"Xingwei Wang","Untitled (Intravenous Bottle)",114760,11.6505982700953,64050,"2007","1",18225,"0","0","1","1","0","0",2019,3,"Friday",1,1,0,0,0,0,0,0,0,0
"Chunya Zhou","Tibet",84160,11.3404750279715,25620,"1986","1",4889.5,"0","0","1","1","0","0",2019,3,"Friday",1,1,0,0,0,0,0,0,0,0
"Kazuo Shiraga","Untitled",749760,13.5275084343016,128100,"1962","1",2411.5,"0","0","1","1","0","0",2019,5,"Saturday",1,1,0,0,0,0,0,0,0,0
"Seund Ja Rhee","Untitled",229520,12.3437454506552,128100,"1960","1",8100,"0","0","1","1","0","0",2019,5,"Saturday",1,1,0,0,0,0,0,0,0,0
"Soo Pieng Cheong","A Chinese Vermillion Tone",290720,12.58011588363,25620,"1963","1",11620.5,"0","0","1","1","0","0",2019,5,"Saturday",1,1,0,0,0,0,0,0,0,0
"Shrihadi Soedarsono","Landscape",214220,12.2747588033186,25620,"1967","1",26650,"0","0","1","1","0","0",2019,5,"Saturday",1,1,0,0,0,0,0,0,0,0
"Chin Hsiao","Cosmo Radiante",122410,11.7151313450696,25620,"1965","1",6210,"0","0","1","1","0","0",2019,5,"Saturday",1,0,1,0,0,0,0,0,0,0
"Lucio Fontana","Concetto spaziale, Attesa",676310,13.4244068297911,192150,"1966","1",1353,"0","0","1","0","1","0",2019,5,"Saturday",1,0,0,0,0,0,0,0,0,0
"Anish (Sir) Kapoor","Untitled, 2004",397220,12.8922455623528,128100,"2004","1",22500,"0","0","1","1","0","0",2019,5,"Saturday",0,0,0,0,0,1,0,0,0,1
"Serge Poliakoff","Composition abstraite",514730,13.1513977703227,64050,"1952","1",10324,"0","0","1","0","0","0",2019,5,"Saturday",1,1,0,0,0,0,0,0,0,0
"Gerhard Richter","Abstraktes Bild",2365560,14.676525338348,896700,"1986","1",5482.74,"0","1","1","0","0","0",2019,5,"Saturday",1,1,0,0,0,0,0,0,0,0
"Wou-Ki Zao","11.03.60",1924880,14.4703741860986,256200,"1960","1",7300,"0","0","1","1","0","0",2019,5,"Saturday",1,1,0,0,0,0,0,0,0,0
"Guanzhong Wu","Spring Shoots Among Bamboos",2512450,14.7367689306539,512400,"1975","1",4042.5,"0","0","1","1","0","0",2019,5,"Saturday",1,1,0,0,0,0,0,0,0,0
"Guanzhong Wu","Montmartre of Paris (V)",1998330,14.5078223897175,384300,"1989","1",3080.5,"0","0","1","1","0","0",2019,5,"Saturday",1,1,0,0,0,0,0,0,0,0
"Wou-Ki Zao","17.01.66",12063420,16.3056882911511,1921500,"1966","1",16644,"0","0","1","1","0","0",2019,5,"Saturday",1,1,0,0,0,0,0,0,0,0
"Wou-Ki Zao","Untitled",1484210,14.2103932021319,512400,"1951","1",3942,"0","0","1","0","0","0",2019,5,"Saturday",1,1,0,0,0,0,0,0,0,0
"Wou-Ki Zao","Triptyque 1987-1988",21788820,16.8969075521731,3843000,"1987-88","1",NA,"0","0","1","1","0","0",2019,5,"Saturday",1,1,0,0,0,0,0,0,0,0
"Gee Yun","Double Self Portrait",183610,12.1205692219162,102480,"1926","1",1197,"0","0","1","1","0","0",2019,5,"Saturday",0,1,0,1,1,0,0,0,0,0
"Morikazu Kumagai","Camellia",168310,12.0335627961202,64050,"1972","1",358.66,"0","0","1","1","0","0",2019,5,"Saturday",0,1,0,0,0,0,0,1,0,0
"Walasse Ting","Love Me Love Me",168310,12.0335627961202,83260,"1973","1",28280,"0","0","1","1","0","0",2019,5,"Saturday",0,0,1,0,1,0,0,0,0,0
"Fengmian Lin","Opera Series: Guan Yu releases Cao Cao at Huarong Trail",823200,13.620954463502,640500,"c. 1960's","1",2368.56,"0","0","1","0","0","0",2019,5,"Saturday",1,1,0,0,0,0,0,0,0,0
"Fengmian Lin","Opera Series: Beauty defies Tyranny",1307940,14.0839639383875,640500,"c. 1960's","1",2368.56,"0","0","1","0","0","0",2019,5,"Saturday",1,1,0,0,0,0,0,0,0,0
"Wou-Ki Zao","21.04.64",3393790,15.0374578489669,1281000,"1964","1",10465,"0","0","1","1","0","0",2019,5,"Saturday",1,1,0,0,0,0,0,0,0,0
"Wou-Ki Zao","Nu couché (Reclining Nude)",2292110,14.6449833486843,640500,"1952","1",4395.6,"0","0","1","1","0","0",2019,5,"Saturday",1,1,0,0,0,0,0,0,0,0
"Teh-Chun Chu","Stability",1631100,14.3047651918021,256200,"1993","1",40000,"0","0","1","1","0","0",2019,5,"Saturday",1,1,0,0,0,0,0,0,0,0
"Teh-Chun Chu","No. 229",4699900,15.3630517898582,832650,"1966","1",25350,"0","0","1","1","0","0",2019,5,"Saturday",1,1,0,0,0,0,0,0,0,0
"Teh-Chun Chu","No. 273",455970,13.0301822968586,128100,"1968","1",4030,"0","0","1","1","0","0",2019,5,"Saturday",1,1,0,0,0,0,0,0,0,0
"Pham Hau","Young Cowherds in Tonkinese Landscape",455970,13.0301822968586,76860,"c. 1938","1",12080,"0","0","1","0","0","0",2019,5,"Saturday",0,0,0,0,0,1,0,1,0,0
"Soo Pieng Cheong","Sarawak Sisters",214220,12.2747588033186,128100,"1953","1",4462.5,"0","0","1","1","0","0",2019,5,"Saturday",0,1,0,1,0,0,0,0,0,0
"Soo Pieng Cheong","Sarawak Life",214220,12.2747588033186,102480,"1976","1",8272.25,"0","0","1","1","0","0",2019,5,"Saturday",1,1,0,0,0,0,0,0,0,0
"Adrien Jean Le Mayeur de Merpres","Women Weaving",1190430,13.9898251443563,256200,NA,"1",12000,"0","0","1","0","0","0",2019,5,"Saturday",1,1,0,0,0,0,0,0,0,0
"Adrien Jean Le Mayeur de Merpres","Women Spinning and Weaving",544110,13.2069067112796,256200,NA,"1",6424,"0","0","1","0","0","0",2019,5,"Saturday",1,1,0,0,0,0,0,0,0,0
"Isaac Lazarus Israels","Portrait of Raden Mas Jodjana",529420,13.1795373466788,128100,"c. 1915-16","1",24200,"0","0","1","0","0","0",2019,5,"Saturday",1,1,0,0,0,0,0,0,0,0
"Sudjana Kerton","Wayang Golek",602860,13.3094402762821,128100,"1982","1",15125.25,"0","0","1","1","0","0",2019,5,"Saturday",1,1,0,0,0,0,0,0,0,0
"Kusama Affandi","Self-Portrait",183610,12.1205692219162,76860,"1965","1",12600,"0","0","1","0","0","0",2019,5,"Saturday",1,1,0,0,0,0,0,0,0,0
"Kusama Affandi","Nude",183610,12.1205692219162,76860,"1966","1",12740,"0","0","1","0","0","0",2019,5,"Saturday",1,1,0,0,0,0,0,0,0,0
"Fernando Botero","The Card Players",602860,13.3094402762821,192150,"2011","1",6532,"0","0","1","1","0","0",2019,5,"Saturday",1,1,0,0,0,0,0,0,0,0
"Liu Ye","Painter and Model",1263870,14.0496890002984,384300,"2010","1",8000,"0","0","1","1","0","0",2019,5,"Saturday",1,0,1,0,0,0,0,0,0,0
"Fanzhi Zeng","Mask",2879670,14.8731862622136,1024800,"1996","1",29685.78,"0","0","1","1","0","0",2019,5,"Saturday",1,1,0,0,0,0,0,0,0,0
"Xiaogang Zhang","Bloodline Series : The Big Family No. 10",1557660,14.2586952530995,512400,"2000","1",60000,"0","0","1","1","0","0",2019,5,"Saturday",1,1,0,0,0,0,0,0,0,0
"Chunya Zhou","Buoyant Smiles",529420,13.1795373466788,192150,"2011","1",29860,"0","0","1","1","0","0",2019,5,"Saturday",1,1,0,0,0,0,0,0,0,0
"Chunya Zhou","Stone Series - The Tree Connected to Stone",3981360,15.1971340274343,768600,"1993","1",25350,"0","0","1","1","0","0",2019,5,"Saturday",1,1,0,0,0,0,0,0,0,0
"George Condo","Blue Portrait Composition",397220,12.8922455623528,128100,"2013","1",16126.2,"0","0","0","0","0","0",2019,5,"Saturday",0,0,1,0,1,0,0,0,1,0
"KAWS","ARMED AWAY",2953120,14.8983727965411,512400,"2014","1",112269.6,"0","0","1","1","0","0",2019,5,"Saturday",1,0,1,0,0,0,0,0,0,0
"Yoshitomo Nara","HOME",1704550,14.3488117042454,256200,"2011","1",16682.49,"0","0","1","1","0","0",2019,5,"Saturday",0,0,1,0,0,0,0,0,0,1
"Yoshitomo Nara","Sleepless Night (Cat)",4275140,15.2683274083548,1281000,"1999","1",13200,"0","0","1","1","0","0",2019,5,"Saturday",1,0,1,0,0,0,0,0,0,0
"Yayoi Kusama","Pumpkin",896650,13.7064208753766,128100,"1998","1",1729,"0","0","1","1","0","0",2019,5,"Saturday",1,0,1,0,0,0,0,0,0,0
"Yayoi Kusama","Infinity Net (TWHOQ) (In three parts)",3393790,15.0374578489669,1281000,"2006","1",NA,"0","0","1","1","0","0",2019,5,"Saturday",1,0,1,0,0,0,0,0,0,0
"Yayoi Kusama","COSMOS",1631100,14.3047651918021,128100,"1993","1",21060,"0","0","1","1","0","0",2019,5,"Saturday",1,0,1,0,0,0,0,0,0,0
"Sean Scully","Wall of Light Fez",823200,13.620954463502,320250,"2015","1",25600,"0","0","0","0","0","0",2019,5,"Saturday",0,1,0,0,0,0,0,0,0,0
"David Diao","Twin Dragons (Triptych)",153010,11.9382585577159,64050,"2000","1",NA,"0","0","1","1","0","0",2019,5,"Saturday",1,0,1,0,0,0,0,0,0,0
"David Salle","Ice Flow (In two parts)",198910,12.2006077400991,76860,"2001","1",NA,"0","0","1","1","0","0",2019,5,"Saturday",1,1,1,0,0,0,0,0,0,0
"George Condo","The Hamptonites",749760,13.5275084343016,128100,"2004","1",7435.42,"0","0","1","1","0","0",2019,5,"Saturday",1,1,0,0,0,0,0,0,0,0
"Madsaki","American Gothic 2",114760,11.6505982700953,25620,"2015","1",4725,"0","0","1","1","0","0",2019,5,"Saturday",1,0,0,0,0,0,0,0,0,0
"David Chan","The Saviour (Diptych)",61200,11.0219024685004,12810,"2015","1",38400,"0","0","1","1","0","0",2019,5,"Saturday",0,1,0,0,0,0,0,0,0,0
"Natee Utarit","Reconciliation",168310,12.0335627961202,25620,"2012","1",22400,"0","0","1","1","0","0",2019,5,"Saturday",0,1,0,0,0,0,0,0,0,0
"Duan Jianyu","The Mountains and Water Always Echo Our Love No. 1",336630,12.726739683327,102480,"2015","1",44695.5,"0","0","1","1","0","0",2019,5,"Saturday",1,1,0,0,0,0,0,0,0,0
"Aili Jia","The Wasteland",2218660,14.6124139680029,256200,"2007","1",53400,"0","0","1","1","0","0",2019,5,"Saturday",1,1,0,0,0,0,0,0,0,0
"Ronald Ventura","Voids and Cages (Untitled)",290720,12.58011588363,51240,"2013","1",32452,"0","0","1","1","0","0",2019,5,"Saturday",1,1,0,0,0,0,0,0,0,0
"Harold Ancart","Untitled",382530,12.8545623605457,32020,"2017","1",13359.1,"0","0","1","0","0","0",2019,5,"Saturday",0,1,0,0,1,0,0,1,0,0
"Yuxing Huang","Ebb and Flow (Diptych)",275420,12.5260524842811,128100,"2015-2016","1",107328,"0","0","1","1","0","0",2019,5,"Saturday",1,0,1,0,0,0,0,0,0,0
"Tomoo Gokita","Sinister Exaggerator",229520,12.3437454506552,128100,"2008","1",50246,"0","0","1","1","0","0",2019,5,"Saturday",1,0,1,0,0,0,0,0,0,0
"Yuanwei Liang","Untitled 2013.17",632240,13.3570243478789,128100,"2013","1",50000,"0","0","0","0","0","0",2019,5,"Saturday",1,1,0,0,0,0,0,0,0,0
"Guangle Wang","Terrazzo 201207",455970,13.0301822968586,89670,"2012","1",27000,"0","0","1","1","0","0",2019,5,"Saturday",1,1,0,0,0,0,0,0,0,0
"Nanxing Xie","Untitled (Wall)",455970,13.0301822968586,89670,"2000","1",83600,"0","0","1","1","0","0",2019,5,"Saturday",1,1,0,0,0,0,0,0,0,0
"Yuan Yuan","Thermae",137710,11.8329053037212,38430,"2010","1",38340,"0","0","1","1","0","0",2019,5,"Saturday",1,1,0,0,0,0,0,0,0,0
"Vu Cao Dam","Amoureux (Lovers)",36720,10.5110768447344,7690,"c. 1978","1",3542.5,"0","0","1","0","0","0",2019,5,"Sunday",1,1,0,0,0,0,0,0,0,0
"Vu Cao Dam","Le Bois Fleuri (The Flowery Wood)",61200,11.0219024685004,102480,"1964","1",8059.5,"0","0","1","1","0","0",2019,5,"Sunday",1,1,0,0,0,0,0,0,0,0
"Le Pho","Nue (Nude)",1337320,14.1061781692564,256200,"1931","1",16335.25,"0","0","1","1","0","0",2019,5,"Sunday",1,1,0,0,0,0,0,0,0,0
"Nguyen Gia Tri","Femmes (Ladies)",114760,11.6505982700953,25620,"1968","1",4800,"0","0","1","0","0","0",2019,5,"Sunday",0,0,0,0,0,1,0,1,0,0
